product_id,product_title,rating,total_reviews,price,top_reviews
itm6ac6485515ae4,"Apple iPhone 15 (Black, 128 GB)",4.6,"9,417","₹59,999","5 Awesome Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15. READ MORE Nikhil Kumar Certified Buyer , Meerut Division Jan, 2024 1948 465 Permalink Report Abuse || 5 Worth every penny Just go for it.Amazing one.Beautiful camera with super fast processor READ MORE bijaya mohanty Certified Buyer , Baleshwar May, 2024 4441 1099 Permalink Report Abuse || 5 Excellent Awesome product very happy to hold this. Better In hand feel,matte finish. Good camera, Brighter screen with Dynamic Island, USB-C, great battery life. 60Hz display is a dealbreaker for some.Its not much noticeable. Thank u Flipkart for the best deal and quick delivery. READ MORE Arunji Govindaraju Certified Buyer , Chennai Feb, 2024 715 160 Permalink Report Abuse"
itmbf14ef54f645d,"Apple iPhone 15 (Blue, 128 GB)",4.6,"9,417","₹59,999","5 Worth every penny Just go for it.Amazing one.Beautiful camera with super fast processor READ MORE bijaya mohanty Certified Buyer , Baleshwar May, 2024 4427 1089 Permalink Report Abuse || 5 Excellent Awesome product very happy to hold this. Better In hand feel,matte finish. Good camera, Brighter screen with Dynamic Island, USB-C, great battery life. 60Hz display is a dealbreaker for some.Its not much noticeable. Thank u Flipkart for the best deal and quick delivery. READ MORE Arunji Govindaraju Certified Buyer , Chennai Feb, 2024 710 158 Permalink Report Abuse || 5 Awesome Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15. READ MORE Nikhil Kumar Certified Buyer , Meerut Division Jan, 2024 1942 464 Permalink Report Abuse"
